[0 0 2]
[0 0 4]
[0 0 5]
[0 0 7]
[0 0 9]
[0 1 0]
[0 1 2]
[0 1 3]
[0 1 4]
[0 1 5]
[0 1 6]
[0 1 7]
[0 2 0]
[0 2 1]
[0 2 2]
[0 2 3]
[0 2 4]
[0 2 5]
[0 2 7]
[0 3 0]
[0 3 1]
[0 3 2]
[0 3 3]
[0 3 4]
[0 3 8]
[0 4 0]
[0 4 1]
[0 4 2]
[0 4 3]
[0 4 5]
[0 4 7]
[0 5 0]
[0 5 1]
[0 5 2]
[0 5 3]
[0 5 4]
[0 5 5]
[0 6 0]
[0 6 1]
[0 6 2]
[0 6 4]
[0 6 6]
[0 7 0]
[0 8 0]
[0 9 0]
[ 54 216  53]
[ 54 216  55]
[ 54 219  54]
[ 54 219  55]
[ 54 219  57]
[ 54 220  48]
[ 54 220  50]
[ 54 220  58]
[ 54 220  60]
[ 54 221  55]
[ 54 221  56]
[ 54 228  53]
[ 55 209  49]
[ 55 212  59]
[ 55 213  56]
[ 55 213  58]
[ 55 213  64]
[ 55 214  60]
[ 55 214  62]
[ 55 215  53]
[ 55 215  55]
[ 55 215  57]
[ 55 215  63]
[ 55 216  58]
[ 55 216  60]
[ 55 216  61]
[ 55 217  53]
[ 55 217  54]
[ 55 217  56]
[ 55 220  55]
[ 55 220  56]
[ 55 220  58]
[ 55 221  53]
[ 55 222  54]
[ 55 222  57]
[ 55 225  54]
[ 56 203  60]
[ 56 208  61]
[ 56 212  51]
[ 56 213  60]
[ 56 213  62]
[ 56 214  55]
[ 56 214  57]
[ 56 214  59]
[ 56 215  53]
[ 56 215  60]
[ 56 215  61]
[ 56 216  54]
[ 56 216  56]
[ 56 216  58]
[ 56 217  59]
[ 56 217  61]
[ 56 218  54]
[ 56 220  61]
[ 56 221  59]
[ 57 204  62]
[ 57 207  58]
[ 57 212  56]
[ 57 212  58]
[ 57 213  52]
[ 57 214  61]
[ 57 215  56]
[ 57 215  58]
[ 57 215  60]
[ 57 216  51]
[ 57 216  54]
[ 57 216  61]
[ 57 216  62]
[ 57 217  57]
[ 57 219  55]
[ 57 219  56]
[ 57 219  58]
[ 57 220  51]
[ 58 206  60]
[ 58 208  61]
[ 58 210  65]
[ 58 213  57]
[ 58 213  59]
[ 58 214  52]
[ 58 214  55]
[ 58 215  66]
[ 58 216  57]
[ 58 216  59]
[ 58 216  61]
[ 58 218  56]
[ 58 218  58]
[ 58 219  55]
[ 58 220  56]
[ 58 220  57]
[ 58 221  54]
[ 58 223  58]
[ 59 209  60]
[ 59 212  62]
[ 59 213  63]
[ 59 213  65]
[ 59 214  58]
[ 59 214  60]
[ 59 214  61]
[ 59 215  54]
[ 59 215  56]
[ 59 217  58]
[ 59 218  55]
[ 59 218  63]
[ 59 219  57]
[ 59 220  64]
[ 60 207  65]
[ 60 208  62]
[ 60 209  65]
[ 60 210  59]
[ 60 210  61]
[ 60 210  63]
[ 60 211  58]
[ 60 212  52]
[ 60 212  65]
[ 60 213  60]
[ 60 214  58]
[ 60 215  61]
[ 60 216  55]
[ 60 216  57]
[ 60 218  59]
[ 60 218  61]
[ 60 219  57]
[ 60 220  58]
[ 61 203  55]
[ 61 207  60]
[ 61 209  59]
[ 61 209  69]
[ 61 211  60]
[ 61 212  59]
[ 61 214  62]
[ 61 215  59]
[ 61 215  65]
[ 61 215  67]
[ 61 216  63]
[ 61 217  56]
[ 61 217  58]
[ 62 205  64]
[ 62 208  61]
[ 62 209  59]
[ 62 210  60]
[ 62 210  64]
[ 62 212  61]
[ 62 212  65]
[ 62 213  58]
[ 62 216  60]
[ 62 217  61]
[ 62 218  59]
[ 62 220  63]
[ 63 200  70]
[ 63 206  65]
[ 63 209  64]
[ 63 209  66]
[ 63 210  60]
[ 63 210  68]
[ 63 211  63]
[ 63 211  65]
[ 63 212  60]
[ 63 213  56]
[ 63 213  64]
[ 63 218  62]
[ 63 218  64]
[ 64 202  63]
[ 64 207  65]
[ 64 210  63]
[ 64 210  65]
[ 64 210  67]
[ 64 210  75]
[ 64 211  60]
[ 64 211  61]
[ 64 212  64]
[ 64 212  66]
[ 65 201  65]
[ 65 203  66]
[ 65 207  63]
[ 65 207  69]
[ 65 208  64]
[ 65 210  73]
[ 65 213  63]
[ 65 214  62]
[ 66 207  69]
[ 66 209  65]
[ 66 210  63]
[ 66 213  71]
[ 66 216  65]
[ 67 201  70]
[ 67 203  67]
[ 67 204  64]
[ 67 204  65]
[ 67 207  72]
[ 67 208  67]
[ 67 209  63]
[ 67 210  66]
[ 67 210  69]
[ 67 217  68]
[ 68 202  67]
[ 68 202  71]
[ 68 204  68]
[ 68 205  66]
[ 68 206  71]
[ 68 207  64]
[ 68 209  68]
[ 68 210  66]
[ 69 206  66]
[ 69 207  72]
[ 69 208  65]
[ 70 200  68]
[ 70 204  69]
[ 70 204  71]
[ 70 205  67]
[ 70 206  72]
[ 70 206  74]
[ 70 207  67]
[ 70 207  68]
[ 70 209  68]
[ 71 202  70]
[ 71 202  74]
[ 71 204  76]
[ 71 204  77]
[ 71 205  70]
[ 71 205  72]
[ 71 205  74]
[ 72 201  75]
[ 72 203  71]
[ 72 204  69]
[ 72 206  75]
[ 72 208  74]
[ 72 210  73]
[ 73 199  73]
[ 73 201  78]
[ 73 203  71]
[ 73 203  77]
[ 73 207  72]
[ 73 207  74]
[ 73 209  73]
[ 73 210  71]
[ 73 211  66]
[ 74 198  74]
[ 74 200  74]
[ 74 201  72]
[ 74 203  76]
[ 74 205  75]
[ 74 208  73]
[ 74 208  75]
[ 75 199  75]
[ 75 203  80]
[ 75 204  75]
[ 75 206  68]
[ 75 206  76]
[ 76 198  77]
[ 76 201  81]
[ 76 202  76]
[ 76 204  83]
[ 76 205  76]
[ 76 205  78]
[ 76 206  74]
[ 77 192  75]
[ 77 196  76]
[ 77 198  82]
[ 77 200  76]
[ 77 200  86]
[ 77 202  76]
[ 77 203  77]
[ 77 203  80]
[ 77 208  76]
[ 77 208  80]
[ 78 197  77]
[ 78 201  74]
[ 78 202  78]
[ 78 202  82]
[ 78 203  77]
[ 78 204  78]
[ 79 194  77]
[ 79 198  80]
[ 79 201  80]
[ 79 204  87]
[ 80 198  78]
[ 80 199  79]
[ 80 199  83]
[ 80 200  76]
[ 80 201  74]
[ 80 203  79]
[ 80 204  82]
[ 80 205  79]
[ 81 199  76]
[ 81 200  80]
[ 82 195  81]
[ 82 196  82]
[ 82 199  84]
[ 82 205  88]
[ 84 200  77]
[ 85 198  82]
[ 86 194  85]
[ 86 195  86]
[ 86 195  90]
[ 86 196  84]
[ 86 203  88]
[ 88 195  89]
[ 88 196  87]
[ 92 188  88]
[ 94 192  93]
